entry_id,loc_name,loc_id,sample_name,sample_id,tester,family,entry_type,material_type,x,y,Earht,Earht_quality,Hrvwt,Hrvwt_quality,PlotRating,PlotRating_quality,Mst,Mst_quality,Pltht,Pltht_quality,NumPlts,NumPlts_quality,staygrn,staygrn_quality,Tstwt,Tstwt_quality,Yield,Yield_quality
1,loc_1,991,sam_214,214,NA,NA,check,hybrid,60,46,59.25,G,27.5,G,7,G,24.5,G,110.38,G,60.87763611,G,58.4,G,52.4,G,218.1,G
2,loc_1,991,sam_216,216,NA,NA,check,hybrid,70,49,57.75,G,32.27,G,7,G,24.3,G,108.69,G,66.41339823,G,60.19,G,51.4,G,256.7,G
3,loc_1,991,sam_217,217,NA,NA,check,hybrid,56,44,57.5,G,31.4,G,9,G,29.2,G,108.45,G,64.44108613,G,61.75,G,53.8,G,233.6,G
4,loc_1,991,sam_221,221,NA,NA,check,hybrid,64,50,58.25,G,29.55,G,7,G,29.8,G,112.54,G,50.12586,G,61.33,G,53.1,G,217.9,G
5,loc_1,991,sam_213,213,NA,NA,check,hybrid,65,44,57.75,G,30.52,G,12,G,29,G,112.52,G,64.44940827,G,62.01,G,52.7,G,227.7,G
6,loc_1,991,sam_087,87,tester_5,fam_78,entry,topcross,52,51,51.5,G,29.63,G,7,G,27.3,G,107.74,G,61.07896042,G,59.62,G,53.2,G,226.3,G
7,loc_1,991,sam_131,131,tester_5,fam_80,entry,topcross,64,41,48.5,G,32.27,G,7,G,27.9,G,103.83,G,63.98169481,G,60.6,G,62.8,G,244.5,G
8,loc_1,991,sam_176,176,tester_5,fam_14,entry,topcross,70,45,57.75,G,28.52,G,7,G,24.3,G,109.48,G,55.03093524,G,61.01,G,52.3,G,226.8,G
9,loc_1,991,sam_187,187,tester_5,fam_69,entry,topcross,61,49,56.25,G,30.35,G,9,G,26.5,G,104.11,G,65.08948665,G,60.59,G,52.3,G,234.4,G
10,loc_1,991,sam_079,79,tester_5,fam_124,entry,topcross,58,50,58.5,G,28.24,G,7,G,24.6,G,104.65,G,64.29004557,G,56.28,G,53.1,G,223.7,G
11,loc_1,991,sam_186,186,tester_5,fam_100,entry,topcross,68,49,52.25,G,28.85,G,7,G,28,G,106.42,G,61.29482046,G,61.37,G,52.6,G,218.2,G
12,loc_1,991,sam_196,196,tester_5,fam_117,entry,topcross,54,50,54.5,G,27.06,G,5,G,25.1,G,106.22,G,61.13223239,G,56.71,G,51.6,G,212.9,G
13,loc_1,991,sam_177,177,tester_5,fam_09,entry,topcross,58,48,51.25,G,31.45,G,9,G,28.8,G,104.07,G,48.02546,G,58.91,G,52.4,G,235.3,G
14,loc_1,991,sam_085,85,tester_5,fam_78,entry,topcross,62,47,53.75,G,29.11,G,7,G,24.8,G,105.15,G,59.75111209,G,60.23,G,52.8,G,230,G
15,loc_1,991,sam_060,60,tester_5,fam_64,entry,topcross,67,43,45.5,G,26.38,G,7,G,25.3,G,99.19,G,64.97578639,G,56.85,G,51.9,G,207,G
16,loc_1,991,sam_181,181,tester_5,fam_43,entry,topcross,58,46,52.25,G,27.66,G,7,G,27.5,G,142.4,G,61.6977867,G,60.38,G,53,G,210.7,G
17,loc_1,991,sam_086,86,tester_5,fam_77,entry,topcross,58,47,49.75,G,31.07,G,7,G,27.8,G,104.07,G,62.92168096,G,61.09,G,52.9,G,235.7,G
18,loc_1,991,sam_119,119,tester_5,fam_70,entry,topcross,51,45,52.75,G,28.27,G,7,G,28.8,G,104.09,G,64.6950745,G,60.41,G,53.2,G,211.5,G
19,loc_1,991,sam_201,201,tester_5,fam_85,entry,topcross,55,41,51.75,G,25.77,G,5,G,25.2,G,103.67,G,65.91250346,G,56.53,G,53.9,G,202.5,G
20,loc_1,991,sam_110,110,tester_5,fam_70,entry,topcross,70,41,54.25,G,29.47,G,7,G,26.9,G,103.81,G,65.6588733,G,60.01,G,52.6,G,226.3,G
21,loc_1,991,sam_098,98,tester_5,fam_78,entry,topcross,68,46,53,G,31.33,G,7,G,30.4,G,105.1,G,62.29919426,G,64.23,G,53.1,G,229.1,G
22,loc_1,991,sam_129,129,tester_5,fam_80,entry,topcross,58,42,54.5,G,29.03,G,7,G,27.8,G,103.38,G,64.3208663,G,60.79,G,53.8,G,220.2,G
23,loc_1,991,sam_199,199,tester_5,fam_45,entry,topcross,66,41,48.5,G,26.3,G,7,G,23.5,G,101.33,G,63.10611902,G,57.89,G,50.2,G,211.4,G
24,loc_1,991,sam_118,118,tester_5,fam_70,entry,topcross,47,49,53.33,G,32.09,G,7,G,26.6,G,104.56,G,66.62069722,G,52.56,G,53.1,G,247.5,G
25,loc_1,991,sam_116,116,tester_5,fam_68,entry,topcross,56,43,49.75,G,28.11,G,7,G,27.8,G,99.9,G,62.68287147,G,57.97,G,54.5,G,213.2,G
26,loc_1,991,sam_180,180,tester_5,fam_43,entry,topcross,50,45,58.25,G,29.79,G,7,G,24.9,G,106.82,G,65.06354486,G,58.58,G,51.5,G,318.5,G
27,loc_1,991,sam_075,75,tester_5,fam_31,entry,topcross,67,45,53.25,G,31.68,G,9,G,25.1,G,110.76,G,64.81513008,G,63.52,G,51.7,G,249.3,G
28,loc_1,991,sam_083,83,tester_5,fam_49,entry,topcross,61,42,48.25,G,25.17,G,7,G,22.9,G,96.17,G,59.51900519,G,56.37,G,53,G,203.9,G
29,loc_1,991,sam_123,123,tester_5,fam_86,entry,topcross,50,42,60,G,30.6,G,7,G,27.2,G,107.25,G,65.58640129,G,62.53,G,54.3,G,234.1,G
30,loc_1,991,sam_132,132,tester_5,fam_80,entry,topcross,47,50,54.25,G,29.8,G,7,G,24.8,G,104.02,G,64.40888984,G,58,G,53.1,G,235.4,G
31,loc_1,991,sam_174,174,tester_5,fam_12,entry,topcross,66,48,52.5,G,25.86,G,9,G,25.5,G,104.88,G,68.15817966,G,60.64,G,50.7,G,202.4,G
32,loc_1,991,sam_183,183,tester_5,fam_43,entry,topcross,65,43,49.5,G,13.06,G,9,G,23.6,G,104.14,G,63.94193199,G,58.08,G,50,G,225.6,G
33,loc_1,991,sam_182,182,tester_5,fam_43,entry,topcross,65,45,54.5,G,29.65,G,7,G,23.5,G,104.7,G,64.10585549,G,59.73,G,49.6,G,238.3,G
34,loc_1,991,sam_080,80,tester_5,fam_77,entry,topcross,68,41,54.25,G,30.12,G,7,G,25.5,G,105.08,G,62.45312364,G,60.47,G,53.6,G,235.8,G
35,loc_1,991,sam_179,179,tester_5,fam_115,entry,topcross,47,41,53,G,31.43,G,7,G,27.6,G,106.66,G,63.33936393,G,60.98,G,53.5,G,239.1,G
36,loc_1,991,sam_197,197,tester_5,fam_117,entry,topcross,56,50,56.75,G,28.72,G,7,G,28.2,G,105.95,G,64.28896262,G,59.46,G,52.8,G,216.7,G
37,loc_1,991,sam_126,126,tester_5,fam_65,entry,topcross,49,43,50.5,G,25.1,G,7,G,25.6,G,102.42,G,65.880443,G,58.88,G,53,G,196.2,G
38,loc_1,991,sam_191,191,tester_5,fam_107,entry,topcross,60,43,43.5,G,28.44,G,7,G,26.7,G,100.43,G,64.39120482,G,60.43,G,51.7,G,219,G
39,loc_1,991,sam_120,120,tester_5,fam_67,entry,topcross,48,46,53,G,24.36,G,7,G,25.4,G,101.01,G,63.09495006,G,58.06,G,54.9,G,190.9,G
40,loc_1,991,sam_198,198,tester_5,fam_117,entry,topcross,58,45,45.5,G,27.18,G,5,G,26.3,G,101.03,G,63.49168405,G,57.62,G,52.2,G,210.5,G
41,loc_1,991,sam_192,192,tester_5,fam_15,entry,topcross,62,50,52.75,G,32.1,G,9,G,28.1,G,111.09,G,64.78359771,G,62.61,G,52.4,G,242.5,G
42,loc_1,991,sam_200,200,tester_5,fam_81,entry,topcross,63,47,50,G,27.76,G,7,G,26.2,G,100.35,G,61.64161007,G,62.83,G,52.7,G,215.2,G
43,loc_1,991,sam_078,78,tester_5,fam_124,entry,topcross,70,48,53.25,G,29.5,G,4,G,26.4,G,102.9,G,65.34654164,G,59.48,G,53,G,228.1,G
44,loc_1,991,sam_189,189,tester_5,fam_47,entry,topcross,60,51,52.5,G,27.41,G,7,G,26.1,G,102.68,G,61.19135162,G,56.42,G,52.6,G,212.8,G
45,loc_1,991,sam_205,205,tester_4,fam_41,entry,topcross,51,43,52.75,G,32.2,G,9,G,31.7,G,111.21,G,62.03833009,G,65.31,G,53.7,G,231.1,G
46,loc_1,991,sam_147,147,tester_4,fam_01,entry,topcross,63,41,57,G,34.9,G,9,G,29.6,G,109.54,G,62.09618164,G,64.66,G,53.2,G,258.1,G
47,loc_1,991,sam_159,159,tester_4,fam_40,entry,topcross,57,45,60,G,34.37,G,9,G,33.1,G,109.2,G,64.44069835,G,64.54,G,55.1,G,241.6,G
48,loc_1,991,sam_203,203,tester_4,fam_42,entry,topcross,55,51,55.75,G,34.23,G,9,G,28.5,G,112.58,G,64.80297909,G,62.83,G,54.4,G,257.1,G
49,loc_1,991,sam_185,185,tester_4,fam_38,entry,topcross,47,46,60.5,G,32.29,G,9,G,28,G,109.47,G,57.50847518,G,63.31,G,53.2,G,244.3,G
50,loc_1,991,sam_149,149,tester_4,fam_116,entry,topcross,67,46,-5.58,G,32.24,G,7,G,32.5,G,110.89,G,63.28627392,G,65.08,G,56.3,G,137.8,G
51,loc_1,991,sam_164,164,tester_4,fam_24,entry,topcross,62,45,57,G,30.37,G,9,G,30,G,113.49,G,62.18170375,G,63.43,G,54.1,G,223.4,G
52,loc_1,991,sam_160,160,tester_4,fam_40,entry,topcross,61,41,63,G,34.11,G,9,G,29.4,G,111.59,G,61.52560967,G,64.65,G,52.5,G,253,G
53,loc_1,991,sam_166,166,tester_4,fam_125,entry,topcross,61,47,56.75,G,29.82,G,7,G,29.5,G,109.93,G,62.94611345,G,63.46,G,52.2,G,220.9,G
54,loc_1,991,sam_202,202,tester_4,fam_108,entry,topcross,60,41,64,G,32.49,G,7,G,30.3,G,114.21,G,64.55786869,G,64.24,G,54.1,G,237.9,G
55,loc_1,991,sam_148,148,tester_4,fam_125,entry,topcross,53,48,57,G,30.49,G,9,G,31.4,G,107.76,G,63.40915541,G,64.75,G,52.9,G,219.8,G
56,loc_1,991,sam_172,172,tester_4,fam_21,entry,topcross,55,44,63.33,G,35.56,G,9,G,31.4,G,112.21,G,62.70017879,G,62.59,G,53.3,G,256.3,G
57,loc_1,991,sam_169,169,tester_4,fam_121,entry,topcross,52,49,53.75,G,31.93,G,7,G,34.3,G,109.16,G,59.69610972,G,65.92,G,54.1,G,220.4,G
58,loc_1,991,sam_162,162,tester_4,fam_40,entry,topcross,68,48,59.25,G,30.74,G,7,G,29.9,G,108.38,G,63.9626287,G,65.87,G,52.1,G,226.4,G
59,loc_1,991,sam_223,223,tester_4,fam_102,entry,topcross,66,47,60.25,G,47.5,G,9,G,32.9,G,116.01,G,63.18943145,G,64.39,G,52.8,G,234.1,G
60,loc_1,991,sam_122,122,tester_1,fam_90,entry,topcross,48,51,111.64,G,32.88,G,7,G,26.1,G,107.24,G,65.42382539,G,60.96,G,55.6,G,255.3,G
61,loc_1,991,sam_236,236,tester_1,fam_50,entry,topcross,55,46,51.5,G,30.27,G,7,G,29,G,109.74,G,63.51652005,G,60.85,G,55.1,G,225.8,G
62,loc_1,991,sam_094,94,tester_1,fam_77,entry,topcross,50,51,56.25,G,28.34,G,9,G,26.2,G,106.22,G,58.57463119,G,53.6,G,55.2,G,219.7,G
63,loc_1,991,sam_237,237,tester_1,fam_50,entry,topcross,69,43,50,G,29.35,G,7,G,25.5,G,104.03,G,63.48070757,G,61.28,G,56,G,229.7,G
64,loc_1,991,sam_089,89,tester_1,fam_77,entry,topcross,57,50,61.5,G,33.98,G,7,G,28.8,G,113.71,G,62.37784743,G,61.62,G,54.5,G,254.2,G
65,loc_1,991,sam_232,232,tester_1,fam_48,entry,topcross,55,43,48.67,G,29.38,G,7,G,26.8,G,100.84,G,62.90261213,G,58.39,G,55.6,G,226,G
66,loc_1,991,sam_144,144,tester_1,fam_74,entry,topcross,47,47,56.5,G,38.34,G,7,G,28.5,G,113.69,G,63.38909085,G,63.95,G,54.4,G,288,G
67,loc_1,991,sam_125,125,tester_1,fam_65,entry,topcross,69,46,55.75,G,34.02,G,9,G,28.1,G,108.27,G,67.83194219,G,63.26,G,52.7,G,257,G
68,loc_1,991,sam_115,115,tester_1,fam_70,entry,topcross,52,47,57.5,G,31.51,G,9,G,30.4,G,112.66,G,59.12794984,G,62.03,G,53.9,G,230.4,G
69,loc_1,991,sam_246,246,tester_1,fam_58,entry,topcross,60,47,53.75,G,31.3,G,9,G,16.6,G,107.87,G,65.79716002,G,61.84,G,54.8,G,239.1,G
70,loc_1,991,sam_234,234,tester_1,fam_61,entry,topcross,48,44,58,G,29.12,G,7,G,27.2,G,110.24,G,65.09021508,G,61.2,G,54.3,G,222.7,G
71,loc_1,991,sam_046,46,tester_1,fam_57,entry,topcross,68,43,53.75,G,29.05,G,7,G,25.9,G,103.65,G,57.60947333,G,59.32,G,52.5,G,226.2,G
72,loc_1,991,sam_244,244,tester_1,fam_126,entry,topcross,59,44,54.75,G,34.19,G,7,G,27.1,G,105.52,G,66.5274049,G,62.74,G,54.3,G,261.9,G
73,loc_1,991,sam_109,109,tester_1,fam_70,entry,topcross,63,50,55,G,32.74,G,7,G,27.8,G,113.11,G,65.59366393,G,62.8,G,54.1,G,248.4,G
74,loc_1,991,sam_028,28,tester_1,fam_17,entry,topcross,68,47,56.75,G,29.59,G,9,G,35.7,G,58.96,G,60.22377758,G,61.9,G,54.8,G,228.8,G
75,loc_1,991,sam_050,50,tester_1,fam_122,entry,topcross,58,43,53.25,G,33.21,G,7,G,29.2,G,102.4,G,62.13609369,G,63.24,G,53.7,G,247,G
76,loc_1,991,sam_243,243,tester_1,fam_59,entry,topcross,61,50,57.25,G,30.47,G,9,G,26.8,G,111.27,G,80.98255,G,61.69,G,53.8,G,234.3,G
77,loc_1,991,sam_117,117,tester_1,fam_70,entry,topcross,52,46,57.5,G,31.03,G,7,G,28.4,G,110.64,G,55.23413148,G,61.86,G,53.4,G,233.4,G
78,loc_1,991,sam_136,136,tester_1,fam_80,entry,topcross,69,41,52.5,G,30.42,G,9,G,27.2,G,106.1,G,65.32694752,G,61.3,G,54.4,G,232.7,G
79,loc_1,991,sam_235,235,tester_1,fam_61,entry,topcross,56,46,56.75,G,31.6,G,7,G,38.3,G,111.67,G,64.58947442,G,60.7,G,53,G,240,G
80,loc_1,991,sam_233,233,tester_1,fam_61,entry,topcross,49,42,57.75,G,33.23,G,9,G,28.5,G,106.92,G,62.33808752,G,63.29,G,54.8,G,249.6,G
81,loc_1,991,sam_231,231,tester_1,fam_35,entry,topcross,56,51,57,G,30.52,G,9,G,29.2,G,108.97,G,61.9392828,G,60.87,G,53.6,G,227,G
82,loc_1,991,sam_239,239,tester_1,fam_102,entry,topcross,65,46,55.5,G,31.11,G,7,G,27.6,G,111.94,G,63.1488417,G,63.02,G,54,G,236.6,G
83,loc_1,991,sam_038,38,tester_1,fam_112,entry,topcross,56,47,56.75,G,30.43,G,9,G,28,G,105.05,G,64.67502929,G,60.52,G,52,G,230.2,G
84,loc_1,991,sam_146,146,tester_1,fam_04,entry,topcross,48,48,55.25,G,30.78,G,7,G,26.3,G,107.79,G,63.73482395,G,62.1,G,53.7,G,238.3,G
85,loc_1,991,sam_049,49,tester_1,fam_122,entry,topcross,62,46,61.5,G,33.73,G,9,G,25.8,G,117.24,G,64.26843572,G,63.35,G,53.5,G,263,G
86,loc_1,991,sam_106,106,tester_1,fam_01,entry,topcross,55,47,53.5,G,33.68,G,9,G,30.4,G,111.86,G,62.96038284,G,63.24,G,54.2,G,246.3,G
87,loc_1,991,sam_062,62,tester_1,fam_64,entry,topcross,54,48,58.75,G,31.89,G,4,G,28.6,G,107.78,G,62.89316336,G,58.96,G,53,G,239.2,G
88,loc_1,991,sam_068,68,tester_1,fam_54,entry,topcross,47,45,55.5,G,31.7,G,9,G,28.4,G,106.33,G,59.90968496,G,62.78,G,54.9,G,238.5,G
89,loc_1,991,sam_091,91,tester_1,fam_73,entry,topcross,48,45,54.25,G,32.36,G,9,G,30.3,G,107.19,G,63.50253162,G,62.41,G,53.9,G,237,G
90,loc_1,991,sam_170,170,tester_1,fam_08,entry,topcross,64,48,58.5,G,30.47,G,9,G,27.7,G,113.98,G,67.79360671,G,60.1,G,53.3,G,231.5,G
91,loc_1,991,sam_063,63,tester_1,fam_64,entry,topcross,57,42,54,G,17.27,G,7,G,27.1,G,105.6,G,62.06670245,G,58.62,G,53,G,235.3,G
92,loc_1,991,sam_081,81,tester_1,fam_77,entry,topcross,59,47,58.25,G,30.85,G,9,G,29.7,G,112.61,G,61.18460839,G,63.91,G,54.5,G,227.9,G
93,loc_1,991,sam_124,124,tester_1,fam_62,entry,topcross,67,48,58,G,32.33,G,7,G,25.4,G,109.14,G,65.44348268,G,63.06,G,54.2,G,253.4,G
94,loc_1,991,sam_238,238,tester_1,fam_63,entry,topcross,69,47,57.75,G,32.67,G,7,G,26.4,G,107.84,G,65.55887365,G,61.46,G,53.1,G,252.6,G
95,loc_1,991,sam_017,17,tester_1,fam_33,entry,topcross,47,51,55.25,G,33.15,G,7,G,27.3,G,105.37,G,65.88499416,G,60.98,G,53.9,G,253.2,G
96,loc_1,991,sam_193,193,tester_1,fam_99,entry,topcross,53,50,59.75,G,30.81,G,9,G,29.6,G,113.99,G,63.01354704,G,62.47,G,53.3,G,227.9,G
97,loc_1,991,sam_242,242,tester_1,fam_114,entry,topcross,67,44,55,G,32.77,G,7,G,26,G,112.84,G,61.5618896,G,61.13,G,54.2,G,254.8,G
98,loc_1,991,sam_082,82,tester_1,fam_94,entry,topcross,50,49,57.5,G,29.25,G,7,G,27.6,G,64,G,66.85661789,G,61.01,G,55.1,G,222.5,G
99,loc_1,991,sam_035,35,tester_1,fam_37,entry,topcross,53,49,59.5,G,30.65,G,9,G,31.4,G,108.67,G,58.96696855,G,63.37,G,54.3,G,220.9,G
100,loc_1,991,sam_084,84,tester_1,fam_30,entry,topcross,59,48,57.25,G,30.57,G,9,G,24,G,109.08,G,65.37423105,G,59.89,G,55.6,G,244.1,G
101,loc_1,991,sam_245,245,tester_1,fam_58,entry,topcross,65,47,61.5,G,33.42,G,9,G,27.5,G,117.21,G,63.69586511,G,61.74,G,53,G,254.6,G
102,loc_1,991,sam_033,33,tester_1,fam_25,entry,topcross,65,50,54.25,Q,27.31,Q,7,G,26.3,Q,109.81,Q,62.84131469,G,60.57,G,54.5,Q,211.5,Q
103,loc_1,991,sam_241,241,tester_1,fam_113,entry,topcross,50,44,55,G,29.12,G,9,G,16.4,G,107.18,G,62.60751407,G,61.07,G,54.2,G,224,G
104,loc_1,991,sam_069,69,tester_1,fam_55,entry,topcross,52,42,52.5,G,29.49,G,7,G,25.3,G,107.14,G,63.77416275,G,60.22,G,53.5,G,231.4,G
105,loc_1,991,sam_121,121,tester_1,fam_90,entry,topcross,47,42,49,G,31.75,G,9,G,26.5,G,109.31,G,62.7522019,G,62.55,G,55,G,245.2,G
106,loc_1,991,sam_095,95,tester_1,fam_77,entry,topcross,68,42,48,G,33.57,G,9,G,31.1,G,109.43,G,57.04696005,G,63.23,G,52.8,G,243,G
107,loc_1,991,sam_247,247,tester_1,fam_58,entry,topcross,50,43,54,G,33.17,G,9,G,26.7,G,107.63,G,67.81187861,G,61.1,G,54,G,255.5,G
108,loc_1,991,sam_211,211,tester_1,fam_120,entry,topcross,57,51,52.5,G,30.02,G,7,G,29.6,G,61.85,G,57.35148299,G,62.66,G,44.6,G,222,G
109,loc_1,991,sam_059,59,tester_1,fam_89,entry,topcross,66,49,52.75,G,32.36,G,9,G,29.7,G,110.25,G,56.1927075,G,64.31,G,52.3,G,239,G
110,loc_1,991,sam_100,100,tester_1,fam_01,entry,topcross,67,49,56.25,G,34.52,G,7,G,27.7,G,61.12,G,65.05051594,G,61.73,G,52.6,G,262.2,G
111,loc_1,991,sam_248,248,tester_1,fam_58,entry,topcross,66,50,53.5,G,28.62,G,5,G,26.1,G,106,G,62.71330096,G,58.81,G,53,G,222.2,G
112,loc_1,991,sam_101,101,tester_1,fam_01,entry,topcross,56,48,50,G,29.77,G,7,G,28,G,104.14,G,63.47246513,G,59.22,G,53.9,G,225.2,G
113,loc_1,991,sam_145,145,tester_6,fam_80,entry,topcross,59,42,55.25,G,31.9,G,7,G,29.2,G,108.68,G,60.93767929,G,61.73,G,50.8,G,237.3,G
114,loc_1,991,sam_161,161,tester_6,fam_40,entry,topcross,64,45,58,G,32.68,G,9,G,28.9,G,108.75,G,63.74524764,G,61.98,G,52.7,G,244.1,G
115,loc_1,991,sam_168,168,tester_6,fam_92,entry,topcross,53,51,58.75,G,32.14,G,9,G,35.6,G,111.34,G,61.14772501,G,63.6,G,52.7,G,217.5,G
116,loc_1,991,sam_207,207,tester_6,fam_104,entry,topcross,49,41,63.75,G,31.62,G,9,G,30.9,G,111.19,G,63.81282136,G,64.38,G,53.1,G,229.6,G
117,loc_1,991,sam_014,14,tester_6,fam_10,entry,topcross,54,44,61.75,G,32.38,G,7,G,28.7,G,111.01,G,65.68998007,G,61.42,G,51.8,G,242.6,G
118,loc_1,991,sam_206,206,tester_6,fam_103,entry,topcross,54,47,56.5,G,30.63,G,7,G,27.8,G,111.96,G,62.18162559,G,61.56,G,52.5,G,232.4,G
119,loc_1,991,sam_222,222,tester_6,fam_110,entry,topcross,52,45,57.75,G,31.62,G,7,G,32.2,G,112.61,G,64.01230304,G,62.17,G,61.8,G,225.2,G
120,loc_1,991,sam_208,208,tester_6,fam_71,entry,topcross,62,48,58.75,G,31.45,G,7,G,27.7,G,115.54,G,60.97481163,G,60.31,G,53.3,G,238.9,G
121,loc_1,991,sam_072,72,tester_2,fam_53,entry,topcross,59,50,53.75,G,28.46,G,7,G,26.1,G,106.48,G,60.06644759,G,56.44,G,53.1,G,221,G
122,loc_1,991,sam_064,64,tester_2,fam_27,entry,topcross,65,41,53.5,G,30.12,G,7,G,24.3,G,102.28,G,61.11138125,G,56.43,G,50.4,G,239.6,G
123,loc_1,991,sam_152,152,tester_2,fam_72,entry,topcross,48,42,55.25,G,33.46,G,7,G,34.4,G,111.41,G,61.10751212,G,64.37,G,53.3,G,230.6,G
124,loc_1,991,sam_090,90,tester_2,fam_46,entry,topcross,49,51,55.75,G,30.29,G,9,G,27.3,G,106.35,G,64.06054364,G,61.24,G,53.5,G,231.4,G
125,loc_1,991,sam_151,151,tester_2,fam_98,entry,topcross,59,43,48.5,G,28.49,G,7,G,29.9,G,100.77,G,58.73426541,G,61.78,G,52,G,209.8,G
126,loc_1,991,sam_224,224,tester_2,fam_79,entry,topcross,49,48,53.5,G,31.78,G,9,G,32.3,G,108.78,G,62.11539919,G,64.34,G,55.4,G,226,G
127,loc_1,991,sam_143,143,tester_2,fam_106,entry,topcross,51,48,56.75,G,30.27,G,7,G,28.6,G,109.92,G,62.90085479,G,59.69,G,53.4,G,227.1,G
128,loc_1,991,sam_010,10,tester_2,fam_105,entry,topcross,53,43,51.25,G,29.23,G,7,G,20.4,G,105.97,G,64.455803,G,61.28,G,52.3,G,212.2,G
129,loc_1,991,sam_139,139,tester_2,fam_36,entry,topcross,52,48,59.5,G,31.67,G,7,G,30.3,G,108.9,G,65.30433392,G,61.04,G,51.9,G,231.9,G
130,loc_1,991,sam_096,96,tester_2,fam_77,entry,topcross,60,44,57.25,G,33.71,G,7,G,31.5,G,107.91,G,63.85672527,G,62.45,G,53.9,G,242.6,G
131,loc_1,991,sam_066,66,tester_2,fam_54,entry,topcross,48,47,55.5,G,24.89,G,5,G,24,G,103.82,G,58.22322837,G,57.28,G,52,G,198.7,G
132,loc_1,991,sam_105,105,tester_2,fam_01,entry,topcross,55,49,59.25,G,32.03,G,7,G,28.1,G,108.03,G,65.51140421,G,58.91,G,52.2,G,242,G
133,loc_1,991,sam_088,88,tester_2,fam_30,entry,topcross,61,44,55.75,G,25.94,G,7,G,25.8,G,106.58,G,59.8950629,G,57.2,G,51.4,G,202.2,G
134,loc_1,991,sam_111,111,tester_2,fam_70,entry,topcross,68,50,54.75,G,31.2,G,9,G,28.8,G,111.47,G,61.71947933,G,61.1,G,53.6,G,233.4,G
135,loc_1,991,sam_141,141,tester_2,fam_36,entry,topcross,49,47,112.08,G,31.9,G,7,G,26.8,G,110.24,G,64.30513038,G,58.2,G,52.3,G,245.3,G
136,loc_1,991,sam_204,204,tester_2,fam_42,entry,topcross,64,42,49.75,G,26.5,G,10,G,27.9,G,101.96,G,59.52972326,G,58.45,G,52.9,G,200.7,G
137,loc_1,991,sam_104,104,tester_2,fam_01,entry,topcross,67,42,51,G,30.75,G,7,G,27.3,G,105.37,G,62.87138264,G,61.79,G,50.2,G,234.9,G
138,loc_1,991,sam_163,163,tester_2,fam_40,entry,topcross,55,45,46.5,G,26.52,G,5,G,27.1,G,105.27,G,62.99373328,G,56.96,G,50.3,G,203.1,G
139,loc_1,991,sam_076,76,tester_2,fam_31,entry,topcross,51,46,58.75,G,31.82,G,7,G,32.3,G,111.3,G,63.49541305,G,61,G,52.6,G,131.5,G
140,loc_1,991,sam_102,102,tester_2,fam_01,entry,topcross,47,44,58,G,33.04,G,7,G,28.4,G,109.8,G,63.76842092,G,68.29,G,50.3,G,248.5,G
141,loc_1,991,sam_135,135,tester_2,fam_80,entry,topcross,53,44,54.75,G,26.51,G,7,G,27.4,G,107.18,G,60.88251129,G,58.1,G,54,G,202.2,G
142,loc_1,991,sam_092,92,tester_2,fam_77,entry,topcross,47,48,55.25,G,30.94,G,7,G,30.6,G,108.96,G,63.36297636,G,59.37,G,51.5,G,225.6,G
143,loc_1,991,sam_157,157,tester_2,fam_97,entry,topcross,51,47,60,G,28.42,G,7,G,31.2,G,111.19,G,59.28130686,G,60.94,G,51.9,G,205.4,G
144,loc_1,991,sam_178,178,tester_2,fam_32,entry,topcross,50,47,58,G,32.88,G,7,G,26.7,G,114.01,G,64.63444967,G,50.85,G,53.8,G,253.2,G
145,loc_1,991,sam_093,93,tester_2,fam_77,entry,topcross,62,49,58.5,G,31.76,G,9,G,19.8,G,109.35,G,63.02833611,G,63.74,G,54,G,232.6,G
146,loc_1,991,sam_188,188,tester_2,fam_22,entry,topcross,66,46,53,G,28.77,G,7,G,26.2,G,110.71,G,63.73886867,G,57.9,G,51.5,G,223.1,G
147,loc_1,991,sam_133,133,tester_2,fam_80,entry,topcross,66,45,61,G,29.35,G,7,G,29.2,G,108.36,G,61.20829799,G,62.6,G,53.5,G,218.3,G
148,loc_1,991,sam_165,165,tester_2,fam_60,entry,topcross,48,43,55.75,G,32.32,G,7,G,31,G,107.34,G,62.1217326,G,59.79,G,51.8,G,234.3,G
149,loc_1,991,sam_137,137,tester_2,fam_05,entry,topcross,60,48,47.5,G,27.5,G,7,G,26.5,G,106.2,G,65.13271895,G,56.07,G,53.9,G,212.4,G
150,loc_1,991,sam_209,209,tester_2,fam_45,entry,topcross,55,50,57.5,G,33.56,G,7,G,29.4,G,112.29,G,64.99514174,G,58.81,G,51.5,G,348.2,G
151,loc_1,991,sam_173,173,tester_2,fam_20,entry,topcross,49,46,59.25,G,30.73,G,9,G,27.7,G,108.78,G,62.20322641,G,59.54,G,52.6,G,233.4,G
152,loc_1,991,sam_073,73,tester_2,fam_53,entry,topcross,48,49,56.25,G,29.14,G,7,G,24.9,G,106.68,G,66.02928758,G,57.12,G,52,G,229.9,G
153,loc_1,991,sam_004,4,tester_2,fam_34,entry,topcross,58,44,52.25,G,32.29,G,7,G,29.5,G,109.63,G,66.50478921,G,61.69,G,52.2,G,239.2,G
154,loc_1,991,sam_007,7,tester_2,fam_18,entry,topcross,69,42,52.25,G,28.37,G,7,G,28.4,G,104.2,G,65.1911882,G,61.52,G,50.3,G,213.4,G
