entry_id,loc_name,loc_id,sample_name,sample_id,tester,family,entry_type,material_type,x,y,Earht,Earht_quality,Hrvwt,Hrvwt_quality,PlotRating,PlotRating_quality,Mst,Mst_quality,Pltht,Pltht_quality,NumPlts,NumPlts_quality,staygrn,staygrn_quality,Tstwt,Tstwt_quality,Yield,Yield_quality
1052,loc_5,995,sam_120,120,tester_5,fam_67,entry,topcross,112,11,,,,,,,,,,,67,G,,,,,,
1053,loc_5,995,sam_198,198,tester_5,fam_117,entry,topcross,115,18,,,,,,,,,,,65,G,,,,,,
1054,loc_5,995,sam_192,192,tester_5,fam_15,entry,topcross,104,15,,,,,,,,,,,65,G,,,,,,
1055,loc_5,995,sam_200,200,tester_5,fam_81,entry,topcross,105,20,,,,,,,,,,,65,G,,,,,,
1056,loc_5,995,sam_078,78,tester_5,fam_124,entry,topcross,114,17,,,,,,,,,,,67,G,,,,,,
1057,loc_5,995,sam_189,189,tester_5,fam_47,entry,topcross,107,17,,,,,,,,,,,57,G,,,,,,
1058,loc_5,995,sam_205,205,tester_4,fam_41,entry,topcross,116,9,,,,,,,,,,,64,G,,,,,,
1059,loc_5,995,sam_147,147,tester_4,fam_01,entry,topcross,111,7,,,,,,,,,,,64,G,,,,,,
1060,loc_5,995,sam_159,159,tester_4,fam_40,entry,topcross,101,17,,,,,,,,,,,67,G,,,,,,
1061,loc_5,995,sam_203,203,tester_4,fam_42,entry,topcross,107,18,,,,,,,,,,,62,G,,,,,,
1062,loc_5,995,sam_185,185,tester_4,fam_38,entry,topcross,106,4,,,,,,,,,,,61,G,,,,,,
1063,loc_5,995,sam_149,149,tester_4,fam_116,entry,topcross,116,8,,,,,,,,,,,66,G,,,,,,
1064,loc_5,995,sam_164,164,tester_4,fam_24,entry,topcross,103,20,,,,,,,,,,,67,G,,,,,,
1065,loc_5,995,sam_160,160,tester_4,fam_40,entry,topcross,112,7,,,,,,,,,,,64,G,,,,,,
1066,loc_5,995,sam_166,166,tester_4,fam_125,entry,topcross,102,15,,,,,,,,,,,61,G,,,,,,
1067,loc_5,995,sam_202,202,tester_4,fam_108,entry,topcross,105,12,,,,,,,,,,,60,G,,,,,,
1068,loc_5,995,sam_148,148,tester_4,fam_125,entry,topcross,116,7,,,,,,,,,,,65,G,,,,,,
1069,loc_5,995,sam_172,172,tester_4,fam_21,entry,topcross,110,13,,,,,,,,,,,60,G,,,,,,
1070,loc_5,995,sam_169,169,tester_4,fam_121,entry,topcross,115,7,,,,,,,,,,,62,G,,,,,,
1071,loc_5,995,sam_162,162,tester_4,fam_40,entry,topcross,104,17,,,,,,,,,,,68,G,,,,,,
1072,loc_5,995,sam_223,223,tester_4,fam_102,entry,topcross,110,19,,,,,,,,,,,60,G,,,,,,
1073,loc_5,995,sam_122,122,tester_1,fam_90,entry,topcross,109,6,,,,,,,,,,,62,G,,,,,,
1074,loc_5,995,sam_236,236,tester_1,fam_50,entry,topcross,101,11,,,,,,,,,,,61,G,,,,,,
1075,loc_5,995,sam_094,94,tester_1,fam_77,entry,topcross,108,7,,,,,,,,,,,52,G,,,,,,
1076,loc_5,995,sam_237,237,tester_1,fam_50,entry,topcross,112,15,,,,,,,,,,,67,G,,,,,,
1077,loc_5,995,sam_089,89,tester_1,fam_77,entry,topcross,113,4,,,,,,,,,,,59,G,,,,,,
1078,loc_5,995,sam_232,232,tester_1,fam_48,entry,topcross,109,15,,,,,,,,,,,65,G,,,,,,
1079,loc_5,995,sam_144,144,tester_1,fam_74,entry,topcross,101,13,,,,,,,,,,,65,G,,,,,,
1080,loc_5,995,sam_125,125,tester_1,fam_65,entry,topcross,107,12,,,,,,,,,,,63,G,,,,,,
1081,loc_5,995,sam_115,115,tester_1,fam_70,entry,topcross,104,8,,,,,,,,,,,62,G,,,,,,
1082,loc_5,995,sam_246,246,tester_1,fam_58,entry,topcross,111,19,,,,,,,,,,,62,G,,,,,,
1083,loc_5,995,sam_234,234,tester_1,fam_61,entry,topcross,108,12,,,,,,,,,,,65,G,,,,,,
1084,loc_5,995,sam_046,46,tester_1,fam_57,entry,topcross,115,14,,,,,,,,,,,59,G,,,,,,
1085,loc_5,995,sam_244,244,tester_1,fam_126,entry,topcross,114,7,,,,,,,,,,,65,G,,,,,,
1086,loc_5,995,sam_109,109,tester_1,fam_70,entry,topcross,107,16,,,,,,,,,,,61,G,,,,,,
1087,loc_5,995,sam_028,28,tester_1,fam_17,entry,topcross,104,20,,,,,,,,,,,69,G,,,,,,
1088,loc_5,995,sam_050,50,tester_1,fam_122,entry,topcross,112,13,,,,,,,,,,,70,G,,,,,,
1089,loc_5,995,sam_243,243,tester_1,fam_59,entry,topcross,116,10,,,,,,,,,,,68,G,,,,,,
1090,loc_5,995,sam_117,117,tester_1,fam_70,entry,topcross,102,14,,,,,,,,,,,56,G,,,,,,
1091,loc_5,995,sam_136,136,tester_1,fam_80,entry,topcross,104,7,,,,,,,,,,,59,G,,,,,,
1092,loc_5,995,sam_235,235,tester_1,fam_61,entry,topcross,107,11,,,,,,,,,,,67,G,,,,,,
1093,loc_5,995,sam_233,233,tester_1,fam_61,entry,topcross,115,11,,,,,,,,,,,60,G,,,,,,
1094,loc_5,995,sam_231,231,tester_1,fam_35,entry,topcross,114,5,,,,,,,,,,,58,G,,,,,,
1095,loc_5,995,sam_239,239,tester_1,fam_102,entry,topcross,114,12,,,,,,,,,,,60,G,,,,,,
1096,loc_5,995,sam_038,38,tester_1,fam_112,entry,topcross,112,8,,,,,,,,,,,63,G,,,,,,
1097,loc_5,995,sam_146,146,tester_1,fam_04,entry,topcross,105,8,,,,,,,,,,,58,G,,,,,,
1098,loc_5,995,sam_049,49,tester_1,fam_122,entry,topcross,109,14,,,,,,,,,,,62,G,,,,,,
1099,loc_5,995,sam_106,106,tester_1,fam_01,entry,topcross,115,8,,,,,,,,,,,61,G,,,,,,
1100,loc_5,995,sam_062,62,tester_1,fam_64,entry,topcross,110,17,,,,,,,,,,,60,G,,,,,,
1101,loc_5,995,sam_068,68,tester_1,fam_54,entry,topcross,109,11,,,,,,,,,,,61,G,,,,,,
1102,loc_5,995,sam_091,91,tester_1,fam_73,entry,topcross,105,17,,,,,,,,,,,57,G,,,,,,
1103,loc_5,995,sam_170,170,tester_1,fam_08,entry,topcross,103,11,,,,,,,,,,,60,G,,,,,,
1104,loc_5,995,sam_063,63,tester_1,fam_64,entry,topcross,106,16,,,,,,,,,,,51,G,,,,,,
1105,loc_5,995,sam_081,81,tester_1,fam_77,entry,topcross,110,4,,,,,,,,,,,66,G,,,,,,
1106,loc_5,995,sam_124,124,tester_1,fam_62,entry,topcross,108,16,,,,,,,,,,,63,G,,,,,,
1107,loc_5,995,sam_238,238,tester_1,fam_63,entry,topcross,111,9,,,,,,,,,,,66,G,,,,,,
1108,loc_5,995,sam_017,17,tester_1,fam_33,entry,topcross,101,9,,,,,,,,,,,62,G,,,,,,
1109,loc_5,995,sam_193,193,tester_1,fam_99,entry,topcross,104,11,,,,,,,,,,,66,G,,,,,,
1110,loc_5,995,sam_242,242,tester_1,fam_114,entry,topcross,114,9,,,,,,,,,,,65,G,,,,,,
1111,loc_5,995,sam_082,82,tester_1,fam_94,entry,topcross,110,16,,,,,,,,,,,61,G,,,,,,
1112,loc_5,995,sam_035,35,tester_1,fam_37,entry,topcross,112,6,,,,,,,,,,,60,G,,,,,,
1113,loc_5,995,sam_084,84,tester_1,fam_30,entry,topcross,101,15,,,,,,,,,,,56,G,,,,,,
1114,loc_5,995,sam_245,245,tester_1,fam_58,entry,topcross,114,15,,,,,,,,,,,61,G,,,,,,
1115,loc_5,995,sam_033,33,tester_1,fam_25,entry,topcross,101,14,,,,,,,,,,,60,G,,,,,,
1116,loc_5,995,sam_241,241,tester_1,fam_113,entry,topcross,109,19,,,,,,,,,,,64,G,,,,,,
1117,loc_5,995,sam_069,69,tester_1,fam_55,entry,topcross,113,11,,,,,,,,,,,61,G,,,,,,
1118,loc_5,995,sam_121,121,tester_1,fam_90,entry,topcross,112,14,,,,,,,,,,,65,G,,,,,,
1119,loc_5,995,sam_095,95,tester_1,fam_77,entry,topcross,108,17,,,,,,,,,,,60,G,,,,,,
1120,loc_5,995,sam_247,247,tester_1,fam_58,entry,topcross,112,10,,,,,,,,,,,67,G,,,,,,
1121,loc_5,995,sam_211,211,tester_1,fam_120,entry,topcross,102,16,,,,,,,,,,,57,G,,,,,,
1122,loc_5,995,sam_059,59,tester_1,fam_89,entry,topcross,106,19,,,,,,,,,,,64,G,,,,,,
1123,loc_5,995,sam_100,100,tester_1,fam_01,entry,topcross,105,15,,,,,,,,,,,45,G,,,,,,
1124,loc_5,995,sam_248,248,tester_1,fam_58,entry,topcross,104,19,,,,,,,,,,,65,G,,,,,,
1125,loc_5,995,sam_101,101,tester_1,fam_01,entry,topcross,107,19,,,,,,,,,,,63,G,,,,,,
1126,loc_5,995,sam_145,145,tester_6,fam_80,entry,topcross,110,9,,,,,,,,,,,65,G,,,,,,
1127,loc_5,995,sam_161,161,tester_6,fam_40,entry,topcross,116,11,,,,,,,,,,,67,G,,,,,,
1128,loc_5,995,sam_168,168,tester_6,fam_92,entry,topcross,111,5,,,,,,,,,,,50,G,,,,,,
1129,loc_5,995,sam_207,207,tester_6,fam_104,entry,topcross,105,19,,,,,,,,,,,63,G,,,,,,
1130,loc_5,995,sam_014,14,tester_6,fam_10,entry,topcross,112,19,,,,,,,,,,,66,G,,,,,,
1131,loc_5,995,sam_206,206,tester_6,fam_103,entry,topcross,106,10,,,,,,,,,,,64,G,,,,,,
1132,loc_5,995,sam_222,222,tester_6,fam_110,entry,topcross,102,9,,,,,,,,,,,63,G,,,,,,
1133,loc_5,995,sam_208,208,tester_6,fam_71,entry,topcross,105,9,,,,,,,,,,,55,G,,,,,,
1134,loc_5,995,sam_072,72,tester_2,fam_53,entry,topcross,115,16,,,,,,,,,,,61,G,,,,,,
1135,loc_5,995,sam_064,64,tester_2,fam_27,entry,topcross,114,4,,,,,,,,,,,61,G,,,,,,
1136,loc_5,995,sam_152,152,tester_2,fam_72,entry,topcross,103,10,,,,,,,,,,,58,G,,,,,,
1137,loc_5,995,sam_090,90,tester_2,fam_46,entry,topcross,110,10,,,,,,,,,,,60,G,,,,,,
1138,loc_5,995,sam_151,151,tester_2,fam_98,entry,topcross,116,16,,,,,,,,,,,60,G,,,,,,
1139,loc_5,995,sam_224,224,tester_2,fam_79,entry,topcross,113,14,,,,,,,,,,,68,G,,,,,,
1140,loc_5,995,sam_143,143,tester_2,fam_106,entry,topcross,108,10,,,,,,,,,,,59,G,,,,,,
1141,loc_5,995,sam_010,10,tester_2,fam_105,entry,topcross,103,9,,,,,,,,,,,63,G,,,,,,
1142,loc_5,995,sam_139,139,tester_2,fam_36,entry,topcross,107,13,,,,,,,,,,,60,G,,,,,,
1143,loc_5,995,sam_096,96,tester_2,fam_77,entry,topcross,110,5,,,,,,,,,,,60,G,,,,,,
1144,loc_5,995,sam_066,66,tester_2,fam_54,entry,topcross,110,6,,,,,,,,,,,68,G,,,,,,
1145,loc_5,995,sam_105,105,tester_2,fam_01,entry,topcross,102,17,,,,,,,,,,,60,G,,,,,,
1146,loc_5,995,sam_088,88,tester_2,fam_30,entry,topcross,109,5,,,,,,,,,,,61,G,,,,,,
1147,loc_5,995,sam_111,111,tester_2,fam_70,entry,topcross,112,16,,,,,,,,,,,62,G,,,,,,
1148,loc_5,995,sam_141,141,tester_2,fam_36,entry,topcross,116,17,,,,,,,,,,,59,G,,,,,,
1149,loc_5,995,sam_204,204,tester_2,fam_42,entry,topcross,114,10,,,,,,,,,,,68,G,,,,,,
1150,loc_5,995,sam_104,104,tester_2,fam_01,entry,topcross,106,13,,,,,,,,,,,69,G,,,,,,
1151,loc_5,995,sam_163,163,tester_2,fam_40,entry,topcross,113,17,,,,,,,,,,,61,G,,,,,,
1152,loc_5,995,sam_076,76,tester_2,fam_31,entry,topcross,103,13,,,,,,,,,,,62,G,,,,,,
1153,loc_5,995,sam_102,102,tester_2,fam_01,entry,topcross,106,17,,,,,,,,,,,62,G,,,,,,
1154,loc_5,995,sam_135,135,tester_2,fam_80,entry,topcross,103,18,,,,,,,,,,,62,G,,,,,,
1155,loc_5,995,sam_092,92,tester_2,fam_77,entry,topcross,103,5,,,,,,,,,,,65,G,,,,,,
1156,loc_5,995,sam_157,157,tester_2,fam_97,entry,topcross,113,12,,,,,,,,,,,62,G,,,,,,
1157,loc_5,995,sam_178,178,tester_2,fam_32,entry,topcross,107,6,,,,,,,,,,,57,G,,,,,,
1158,loc_5,995,sam_093,93,tester_2,fam_77,entry,topcross,109,12,,,,,,,,,,,63,G,,,,,,
1159,loc_5,995,sam_188,188,tester_2,fam_22,entry,topcross,114,16,,,,,,,,,,,61,G,,,,,,
1160,loc_5,995,sam_133,133,tester_2,fam_80,entry,topcross,114,14,,,,,,,,,,,64,G,,,,,,
1161,loc_5,995,sam_165,165,tester_2,fam_60,entry,topcross,111,8,,,,,,,,,,,64,G,,,,,,
1162,loc_5,995,sam_137,137,tester_2,fam_05,entry,topcross,108,8,,,,,,,,,,,62,G,,,,,,
1163,loc_5,995,sam_209,209,tester_2,fam_45,entry,topcross,113,10,,,,,,,,,,,59,G,,,,,,
1164,loc_5,995,sam_173,173,tester_2,fam_20,entry,topcross,113,13,,,,,,,,,,,62,G,,,,,,
1165,loc_5,995,sam_073,73,tester_2,fam_53,entry,topcross,112,18,,,,,,,,,,,61,G,,,,,,
1166,loc_5,995,sam_004,4,tester_2,fam_34,entry,topcross,107,9,,,,,,,,,,,57,G,,,,,,
1167,loc_5,995,sam_007,7,tester_2,fam_18,entry,topcross,109,16,,,,,,,,,,,62,G,,,,,,
1168,loc_5,995,sam_140,140,tester_2,fam_36,entry,topcross,113,19,,,,,,,,,,,62,G,,,,,,
1169,loc_5,995,sam_058,58,tester_2,fam_23,entry,topcross,105,14,,,,,,,,,,,57,G,,,,,,
1170,loc_5,995,sam_097,97,tester_2,fam_77,entry,topcross,110,7,,,,,,,,,,,60,G,,,,,,
1171,loc_5,995,sam_074,74,tester_2,fam_101,entry,topcross,101,12,,,,,,,,,,,59,G,,,,,,
1172,loc_5,995,sam_210,210,tester_2,fam_29,entry,topcross,108,15,,,,,,,,,,,64,G,,,,,,
1173,loc_5,995,sam_150,150,tester_2,fam_06,entry,topcross,107,20,,,,,,,,,,,61,G,,,,,,
1174,loc_5,995,sam_134,134,tester_2,fam_80,entry,topcross,104,9,,,,,,,,,,,67,G,,,,,,
1175,loc_5,995,sam_175,175,tester_2,fam_39,entry,topcross,116,4,,,,,,,,,,,62,G,,,,,,
1176,loc_5,995,sam_142,142,tester_2,fam_36,entry,topcross,105,6,,,,,,,,,,,64,G,,,,,,
1177,loc_5,995,sam_156,156,tester_2,fam_91,entry,topcross,108,18,,,,,,,,,,,62,G,,,,,,
1178,loc_5,995,sam_184,184,tester_2,fam_82,entry,topcross,115,13,,,,,,,,,,,60,G,,,,,,
1179,loc_5,995,sam_228,228,tester_2,fam_93,entry,topcross,101,5,,,,,,,,,,,68,G,,,,,,
1180,loc_5,995,sam_227,227,tester_2,fam_51,entry,topcross,106,18,,,,,,,,,,,61,G,,,,,,
1181,loc_5,995,sam_065,65,tester_2,fam_27,entry,topcross,109,13,,,,,,,,,,,61,G,,,,,,
1182,loc_5,995,sam_113,113,tester_2,fam_70,entry,topcross,116,14,,,,,,,,,,,62,G,,,,,,
1183,loc_5,995,sam_155,155,tester_2,fam_91,entry,topcross,106,14,,,,,,,,,,,65,G,,,,,,
1184,loc_5,995,sam_011,11,tester_2,fam_83,entry,topcross,108,9,,,,,,,,,,,61,G,,,,,,
1185,loc_5,995,sam_108,108,tester_2,fam_70,entry,topcross,104,6,,,,,,,,,,,61,G,,,,,,
1186,loc_5,995,sam_071,71,tester_2,fam_53,entry,topcross,109,17,,,,,,,,,,,59,G,,,,,,
1187,loc_5,995,sam_009,9,tester_2,fam_83,entry,topcross,108,13,,,,,,,,,,,67,G,,,,,,
1188,loc_5,995,sam_229,229,tester_2,fam_93,entry,topcross,111,12,,,,,,,,,,,64,G,,,,,,
1189,loc_5,995,sam_190,190,tester_2,fam_75,entry,topcross,106,15,,,,,,,,,,,61,G,,,,,,
1190,loc_5,995,sam_003,3,tester_2,fam_44,entry,topcross,102,12,,,,,,,,,,,57,G,,,,,,
1191,loc_5,995,sam_158,158,tester_2,fam_97,entry,topcross,114,8,,,,,,,,,,,66,G,,,,,,
1192,loc_5,995,sam_153,153,tester_2,fam_72,entry,topcross,111,18,,,,,,,,,,,63,G,,,,,,
1193,loc_5,995,sam_128,128,tester_2,fam_96,entry,topcross,108,4,,,,,,,,,,,63,G,,,,,,
1194,loc_5,995,sam_138,138,tester_2,fam_106,entry,topcross,102,20,,,,,,,,,,,60,G,,,,,,
1195,loc_5,995,sam_002,2,tester_2,fam_111,entry,topcross,116,6,,,,,,,,,,,69,G,,,,,,
1196,loc_5,995,sam_154,154,tester_2,fam_91,entry,topcross,108,6,,,,,,,,,,,71,G,,,,,,
1197,loc_5,995,sam_230,230,tester_2,fam_93,entry,topcross,111,6,,,,,,,,,,,68,G,,,,,,
1198,loc_5,995,sam_077,77,tester_2,fam_124,entry,topcross,104,12,,,,,,,,,,,63,G,,,,,,
1199,loc_5,995,sam_020,20,tester_3,fam_13,entry,topcross,103,8,,,,,,,,,,,69,G,,,,,,
1200,loc_5,995,sam_167,167,tester_3,fam_109,entry,topcross,111,11,,,,,,,,,,,64,G,,,,,,
1201,loc_5,995,sam_021,21,tester_3,fam_01,entry,topcross,115,9,,,,,,,,,,,61,G,,,,,,
1202,loc_5,995,sam_099,99,tester_3,fam_01,entry,topcross,105,18,,,,,,,,,,,63,G,,,,,,
1203,loc_5,995,sam_055,55,tester_3,fam_118,entry,topcross,113,7,,,,,,,,,,,65,G,,,,,,
1204,loc_5,995,sam_024,24,tester_3,fam_02,entry,topcross,106,8,,,,,,,,,,,38,G,,,,,,
1205,loc_5,995,sam_036,36,tester_3,fam_37,entry,topcross,104,5,,,,,,,,,,,63,G,,,,,,
1206,loc_5,995,sam_107,107,tester_3,fam_01,entry,topcross,103,6,,,,,,,,,,,63,G,,,,,,
1207,loc_5,995,sam_042,42,tester_3,fam_03,entry,topcross,102,13,,,,,,,,,,,59,G,,,,,,
1208,loc_5,995,sam_031,31,tester_3,fam_25,entry,topcross,109,10,,,,,,,,,,,64,G,,,,,,
1209,loc_5,995,sam_008,8,tester_3,fam_56,entry,topcross,111,17,,,,,,,,,,,61,G,,,,,,
1210,loc_5,995,sam_030,30,tester_3,fam_25,entry,topcross,103,19,,,,,,,,,,,66,G,,,,,,
1211,loc_5,995,sam_026,26,tester_3,fam_16,entry,topcross,116,15,,,,,,,,,,,64,G,,,,,,
1212,loc_5,995,sam_044,44,tester_3,fam_03,entry,topcross,111,13,,,,,,,,,,,62,G,,,,,,
1213,loc_5,995,sam_070,70,tester_3,fam_31,entry,topcross,105,10,,,,,,,,,,,66,G,,,,,,
1214,loc_5,995,sam_016,16,tester_3,fam_28,entry,topcross,114,19,,,,,,,,,,,69,G,,,,,,
1215,loc_5,995,sam_015,15,tester_3,fam_26,entry,topcross,108,5,,,,,,,,,,,62,G,,,,,,
1216,loc_5,995,sam_029,29,tester_3,fam_25,entry,topcross,104,14,,,,,,,,,,,66,G,,,,,,
1217,loc_5,995,sam_130,130,tester_3,fam_80,entry,topcross,110,14,,,,,,,,,,,58,G,,,,,,
1218,loc_5,995,sam_052,52,tester_3,fam_03,entry,topcross,107,5,,,,,,,,,,,63,G,,,,,,
1219,loc_5,995,sam_041,41,tester_3,fam_76,entry,topcross,111,10,,,,,,,,,,,67,G,,,,,,
1220,loc_5,995,sam_067,67,tester_3,fam_54,entry,topcross,106,5,,,,,,,,,,,62,G,,,,,,
1221,loc_5,995,sam_032,32,tester_3,fam_25,entry,topcross,113,16,,,,,,,,,,,63,G,,,,,,
1222,loc_5,995,sam_006,6,tester_3,fam_87,entry,topcross,103,7,,,,,,,,,,,65,G,,,,,,
1223,loc_5,995,sam_054,54,tester_3,fam_88,entry,topcross,101,7,,,,,,,,,,,67,G,,,,,,
1224,loc_5,995,sam_053,53,tester_3,fam_03,entry,topcross,102,6,,,,,,,,,,,64,G,,,,,,
1225,loc_5,995,sam_045,45,tester_3,fam_19,entry,topcross,116,19,,,,,,,,,,,60,G,,,,,,
1226,loc_5,995,sam_194,194,tester_3,fam_117,entry,topcross,105,13,,,,,,,,,,,66,G,,,,,,
1227,loc_5,995,sam_051,51,tester_3,fam_123,entry,topcross,111,15,,,,,,,,,,,64,G,,,,,,
1228,loc_5,995,sam_012,12,tester_3,fam_119,entry,topcross,109,4,,,,,,,,,,,64,G,,,,,,
1229,loc_5,995,sam_127,127,tester_3,fam_65,entry,topcross,102,8,,,,,,,,,,,56,G,,,,,,
1230,loc_5,995,sam_056,56,tester_3,fam_07,entry,topcross,116,18,,,,,,,,,,,59,G,,,,,,
1231,loc_5,995,sam_195,195,tester_3,fam_117,entry,topcross,102,19,,,,,,,,,,,64,G,,,,,,
1232,loc_5,995,sam_112,112,tester_3,fam_70,entry,topcross,109,9,,,,,,,,,,,56,G,,,,,,
1233,loc_5,995,sam_061,61,tester_3,fam_64,entry,topcross,112,9,,,,,,,,,,,62,G,,,,,,
1234,loc_5,995,sam_043,43,tester_3,fam_03,entry,topcross,108,14,,,,,,,,,,,70,G,,,,,,
1235,loc_5,995,sam_040,40,tester_3,fam_02,entry,topcross,116,12,,,,,,,,,,,65,G,,,,,,
1236,loc_5,995,sam_225,225,tester_3,fam_95,entry,topcross,104,16,,,,,,,,,,,67,G,,,,,,
1237,loc_5,995,sam_025,25,tester_3,fam_16,entry,topcross,110,11,,,,,,,,,,,67,G,,,,,,
1238,loc_5,995,sam_019,19,tester_3,fam_11,entry,topcross,106,9,,,,,,,,,,,60,G,,,,,,
1239,loc_5,995,sam_013,13,tester_3,fam_119,entry,topcross,107,8,,,,,,,,,,,60,G,,,,,,
1240,loc_5,995,sam_114,114,tester_3,fam_70,entry,topcross,105,4,,,,,,,,,,,55,G,,,,,,
1241,loc_5,995,sam_240,240,tester_3,fam_102,entry,topcross,107,7,,,,,,,,,,,61,G,,,,,,
1242,loc_5,995,sam_023,23,tester_3,fam_02,entry,topcross,114,6,,,,,,,,,,,60,G,,,,,,
1243,loc_5,995,sam_001,1,tester_3,fam_111,entry,topcross,105,16,,,,,,,,,,,58,G,,,,,,
1244,loc_5,995,sam_171,171,tester_3,fam_08,entry,topcross,103,16,,,,,,,,,,,57,G,,,,,,
1245,loc_5,995,sam_018,18,tester_3,fam_52,entry,topcross,103,17,,,,,,,,,,,67,G,,,,,,
1246,loc_5,995,sam_022,22,tester_3,fam_02,entry,topcross,101,16,,,,,,,,,,,63,G,,,,,,
1247,loc_5,995,sam_103,103,tester_3,fam_01,entry,topcross,108,11,,,,,,,,,,,56,G,,,,,,
1248,loc_5,995,sam_048,48,tester_3,fam_118,entry,topcross,105,5,,,,,,,,,,,65,G,,,,,,
1249,loc_5,995,sam_034,34,tester_3,fam_25,entry,topcross,114,18,,,,,,,,,,,63,G,,,,,,
1250,loc_5,995,sam_037,37,tester_3,fam_76,entry,topcross,115,12,,,,,,,,,,,60,G,,,,,,
1251,loc_5,995,sam_047,47,tester_3,fam_76,entry,topcross,102,11,,,,,,,,,,,62,G,,,,,,
1252,loc_5,995,sam_005,5,tester_3,fam_84,entry,topcross,115,5,,,,,,,,,,,62,G,,,,,,
1253,loc_5,995,sam_039,39,tester_3,fam_02,entry,topcross,112,5,,,,,,,,,,,62,G,,,,,,
1254,loc_5,995,sam_226,226,tester_3,fam_51,entry,topcross,113,6,,,,,,,,,,,62,G,,,,,,
1255,loc_5,995,sam_027,27,tester_3,fam_16,entry,topcross,103,15,,,,,,,,,,,63,G,,,,,,
1256,loc_5,995,sam_057,57,tester_3,fam_66,entry,topcross,102,5,,,,,,,,,,,63,G,,,,,,
2039,loc_5,995,sam_212,212,NA,NA,check,hybrid,113,9,,,,,,,,,,,63,G,,,,,,
2040,loc_5,995,sam_212,212,NA,NA,check,hybrid,105,7,,,,,,,,,,,65,G,,,,,,
2041,loc_5,995,sam_212,212,NA,NA,check,hybrid,114,13,,,,,,,,,,,62,G,,,,,,
2042,loc_5,995,sam_212,212,NA,NA,check,hybrid,108,19,,,,,,,,,,,65,G,,,,,,
2043,loc_5,995,sam_212,212,NA,NA,check,hybrid,111,16,,,,,,,,,,,65,G,,,,,,
2044,loc_5,995,sam_212,212,NA,NA,check,hybrid,115,17,,,,,,,,,,,63,G,,,,,,
2045,loc_5,995,sam_218,218,NA,NA,check,hybrid,116,5,,,,,,,,,,,62,G,,,,,,
2046,loc_5,995,sam_218,218,NA,NA,check,hybrid,103,14,,,,,,,,,,,64,G,,,,,,
2047,loc_5,995,sam_218,218,NA,NA,check,hybrid,106,11,,,,,,,,,,,55,G,,,,,,
2048,loc_5,995,sam_218,218,NA,NA,check,hybrid,110,12,,,,,,,,,,,59,G,,,,,,
2049,loc_5,995,sam_219,219,NA,NA,check,hybrid,102,10,,,,,,,,,,,54,G,,,,,,
2050,loc_5,995,sam_219,219,NA,NA,check,hybrid,101,6,,,,,,,,,,,56,G,,,,,,
2051,loc_5,995,sam_219,219,NA,NA,check,hybrid,112,4,,,,,,,,,,,63,G,,,,,,
2052,loc_5,995,sam_220,220,NA,NA,check,hybrid,104,18,,,,,,,,,,,56,G,,,,,,
2053,loc_5,995,sam_220,220,NA,NA,check,hybrid,107,15,,,,,,,,,,,62,G,,,,,,
2054,loc_5,995,sam_220,220,NA,NA,check,hybrid,109,8,,,,,,,,,,,68,G,,,,,,
1257,loc_6,996,sam_214,214,NA,NA,check,hybrid,20,2,46.75,Q,23.33,Q,,,21.1,Q,96.2,Q,66,G,,,55.8,Q,193.4,Q
1258,loc_6,996,sam_216,216,NA,NA,check,hybrid,14,5,41.25,Q,24.86,Q,,,23.2,Q,86.67,Q,65,G,,,53,Q,200.6,Q
1259,loc_6,996,sam_217,217,NA,NA,check,hybrid,16,8,107.27,Q,25.34,Q,,,24.9,Q,93.85,Q,63,G,,,56.4,Q,199.9,Q
1260,loc_6,996,sam_221,221,NA,NA,check,hybrid,22,8,45.5,Q,29.73,Q,,,26.5,Q,95.71,Q,56,G,,,53.9,Q,229.6,Q
1261,loc_6,996,sam_213,213,NA,NA,check,hybrid,15,11,47.5,G,28.58,G,,,28.8,G,99.39,G,68,G,,,55.2,G,213.8,G
1262,loc_6,996,sam_087,87,tester_5,fam_78,entry,topcross,12,8,41.75,G,25.43,G,,,23.5,G,100.61,G,62,G,,,56.1,G,204.4,G
1263,loc_6,996,sam_131,131,tester_5,fam_80,entry,topcross,12,14,44,G,30.7,G,,,28.9,G,91.19,G,67,G,,,54.4,G,229.3,G
1264,loc_6,996,sam_176,176,tester_5,fam_14,entry,topcross,12,2,49.75,G,27.52,G,,,23.8,G,98.14,G,62,G,,,56,G,220.3,G
1265,loc_6,996,sam_187,187,tester_5,fam_69,entry,topcross,20,11,45,G,28.15,G,,,25.9,G,95.54,G,63,G,,,54.4,G,219.2,G
1266,loc_6,996,sam_079,79,tester_5,fam_124,entry,topcross,14,6,41,Q,21.69,Q,,,24,Q,79.18,Q,63,G,,,41,Q,173.2,Q
1267,loc_6,996,sam_186,186,tester_5,fam_100,entry,topcross,6,12,48,G,27.61,G,,,24.9,G,94.8,G,60,G,,,54.5,G,217.9,G
1268,loc_6,996,sam_196,196,tester_5,fam_117,entry,topcross,9,5,40.25,G,24.71,G,,,21.3,G,89.11,G,69,G,,,54.7,G,204.3,G
1269,loc_6,996,sam_177,177,tester_5,fam_09,entry,topcross,15,8,47,Q,27.64,Q,,,26.3,Q,92.83,Q,61,G,,,54.9,Q,214,Q
