id,value
2841,11
2842,11
2843,11
2844,11
2845,11
2846,11
2847,11
2848,11
2849,11
2850,11
2851,11
2852,11
2853,11
2854,11
2855,11
2856,11
2857,11
2858,11
2859,NA
2860,11
2861,10
2862,11
2863,11
2864,11
2865,11
2866,11
2867,11
2868,11
2869,11
2870,10
2871,11
2872,11
2873,11
2874,11
2875,11
2876,11
2877,11
2878,11
2879,11
2880,11
2881,11
2882,11
2883,NA
2884,11
2885,11
2886,11
2887,11
2888,11
2889,11
2890,11
2891,11
2892,11
2893,11
2894,11
2895,11
2896,11
2897,11
2898,11
2899,11
2900,11
2901,11
2902,11
2903,11
2904,11
2905,11
2906,11
2907,11
2908,11
2909,11
2910,11
2911,11
2912,NA
2913,11
2914,11
2915,11
2916,11
2917,11
2918,11
2919,11
2920,11
2921,11
2922,11
2923,11
2924,11
2925,11
2926,11
2927,11
2928,11
2929,11
2930,11
2931,11
2932,NA
2933,11
2934,11
2935,11
2936,11
2937,11
2938,11
2939,11
2940,11
2941,11
2942,11
2943,11
2944,11
2945,11
2946,11
2947,11
2948,11
2949,11
2950,11
2951,11
2952,11
2953,11
2954,11
2955,11
2956,11
2957,11
2958,11
2959,11
2960,11
2961,11
2962,11
2963,11
2964,11
2965,11
2966,11
2967,11
2968,11
2969,11
2970,11
2971,11
2972,11
2973,11
2974,11
2975,11
2976,11
2977,742
2978,742
2979,1439
2980,135
2981,133
2982,1439
2983,741
2984,717
2985,2
2986,717
2987,717
2988,135
2989,717
2990,704
2991,687
2992,717
2993,717
2994,1439
2995,211
2996,1439
2997,717
2998,135
2999,717
3000,717
3001,717
3002,707
3003,717
3004,717
3005,2947
3006,2935
3007,2950
3008,2999
3009,133
3010,130
3011,2969
3012,2957
3013,2952
3014,2918
3015,2952
3016,2952
3017,133
3018,2952
3019,2788
3020,2911
3021,2953
3022,2952
3023,2999
3024,2636
3025,2999
3026,2950
3027,133
3028,2952
3029,2950
3030,2950
3031,2936
3032,2950
3033,2950
3034,939
3035,939
3036,917
3037,945
3038,729
3039,944
3040,923
3041,365
3042,923
3043,724
3044,923
3045,797
3046,920
3047,923
3048,923
3049,945
3050,913
3051,958
3052,923
3053,923
3054,923
3055,923
3056,868
3057,923
3058,923
3059,428
3060,428
3061,428
3062,317
3063,136
3064,134
3065,317
3066,429
3067,427
3068,NA
3069,427
3070,427
3071,136
3072,427
3073,191
3074,427
3075,427
3076,427
3077,317
3078,224
3079,429
3080,427
3081,136
3082,427
3083,427
3084,427
3085,420
3086,427
3087,427
3088,321
3089,321
3090,1425
3091,711
3092,393
3093,393
3094,393
3095,393
3096,389
3097,314
3098,393
3099,393
3100,1425
3101,1537
3102,393
3103,393
3104,393
3105,393
3106,393
3107,393
3108,393
3109,1437
3110,1437
3111,1438
3112,1329
3113,137
3114,135
3115,1437
3116,1438
3117,1090
3118,1090
3119,1090
3120,137
3121,1090
3122,774
3123,1090
3124,1090
3125,1090
3126,1362
3127,556
3128,1441
3129,1090
3130,137
3131,1090
3132,1090
3133,1090
3134,1087
3135,1090
3136,1090
3137,1345
3138,1345
3139,569
3140,138
3141,136
3142,1310
3143,1345
3144,1345
3145,1345
3146,138
3147,1345
3148,1207
3149,1342
3150,1345
3151,1345
3152,1204
3153,1345
3154,138
3155,1345
3156,1345
3157,1345
3158,1342
3159,1345
3160,1345
3161,603
3162,603
3163,615
3164,602
3165,596
3166,596
3167,596
3168,596
3169,562
3170,595
3171,596
3172,595
3173,540
3174,618
3175,596
3176,595
3177,596
3178,596
3179,595
3180,594
3181,595
3182,NA
3183,87
3184,87
3185,87
3186,87
3187,87
3188,87
3189,87
3190,87
3191,87
3192,87
3193,87
3194,87
3195,87
3196,87
3197,87
3198,87
3199,87
3200,87
3201,84
3202,87
3203,87
3204,87
3205,87
3206,87
3207,87
3208,87
3209,87
3210,85
3211,85
3212,85
3213,85
3214,85
3215,85
3216,85
3217,85
3218,85
3219,85
3220,85
3221,85
3222,85
3223,85
3224,85
3225,85
3226,85
3227,85
3228,85
3229,85
3230,85
3231,85
3232,85
3233,85
3234,85
3235,85
3236,85
3237,85
3238,61
3239,60
3240,85
3241,84
3242,85
3243,14
3244,14
3245,14
3246,15
3247,15
3248,15
3249,14
3250,15
3251,15
3252,15
3253,15
3254,15
3255,15
3256,14
3257,15
3258,15
3259,15
3260,15
3261,15
3262,15
3263,15
3264,15
3265,15
3266,15
3267,15
3268,22
3269,22
3270,22
3271,22
3272,22
3273,22
3274,5
3275,22
3276,22
3277,22
3278,22
3279,22
3280,22
3281,22
3282,22
3283,5
3284,5
3285,22
3286,22
3287,22
3288,22
3289,22
3290,22
3291,22
3292,22
3293,22
3294,22
3295,14
3296,14
3297,14
3298,15
3299,15
3300,15
3301,15
3302,15
3303,15
3304,15
3305,15
3306,14
3307,15
3308,14
3309,15
3310,15
3311,15
3312,15
3313,15
3314,15
3315,15
3316,15
3317,15
3318,15
3319,22
3320,22
3321,22
3322,22
3323,22
3324,22
3325,22
3326,22
3327,22
3328,22
3329,21
3330,22
3331,22
3332,22
3333,22
3334,22
3335,22
3336,22
3337,22
3338,22
3339,22
3340,22
3341,22
3342,22
3343,14
3344,14
3345,15
3346,15
3347,15
3348,14
3349,15
3350,15
3351,15
3352,15
3353,15
3354,15
3355,14
3356,15
3357,15
3358,4
3359,15
3360,15
3361,15
3362,15
3363,15
3364,15
3365,15
3366,15
3367,15
3368,22
3369,22
3370,22
3371,22
3372,22
3373,22
3374,22
3375,22
3376,22
3377,22
3378,22
3379,22
3380,21
3381,22
3382,22
3383,22
3384,NA
3385,22
3386,22
3387,22
3388,22
3389,22
3390,22
3391,22
3392,22
3393,22
3394,14
3395,14
3396,15
3397,15
3398,15
3399,14
3400,15
3401,15
3402,15
3403,15
3404,15
3405,15
3406,14
3407,15
3408,15
3409,15
3410,15
3411,15
3412,15
3413,15
3414,15
3415,15
3416,15
3417,15
3418,22
3419,22
3420,22
3421,22
3422,22
3423,22
3424,22
3425,22
3426,22
3427,22
3428,22
3429,19
3430,22
3431,22
3432,22
3433,22
3434,22
3435,22
3436,22
3437,22
3438,22
3439,22
3440,22
3441,22
3442,14
3443,14
3444,14
3445,15
3446,15
3447,15
3448,15
3449,15
3450,15
3451,15
3452,15
3453,14
3454,15
3455,15
3456,15
3457,15
3458,15
3459,15
3460,15
3461,15
3462,15
3463,15
3464,15
3465,22
3466,22
3467,22
3468,22
3469,22
3470,22
3471,22
3472,22
3473,22
3474,22
3475,20
3476,22
3477,22
3478,22
3479,22
3480,22
3481,22
3482,22
3483,22
3484,22
3485,22
3486,22
3487,22
3488,14
3489,14
3490,14
3491,15
3492,15
3493,15
3494,15
3495,15
3496,15
3497,15
3498,15
3499,14
3500,15
3501,14
3502,15
3503,15
3504,15
3505,15
3506,15
3507,15
3508,15
3509,15
3510,15
3511,15
3512,22
3513,22
3514,22
3515,22
3516,22
3517,22
3518,22
3519,22
3520,22
3521,22
3522,21
3523,22
3524,22
3525,22
3526,22
3527,22
3528,22
3529,22
3530,22
3531,22
3532,22
3533,22
3534,22
3535,22
3536,14
3537,14
3538,14
3539,15
3540,15
3541,2
3542,15
3543,15
3544,15
3545,15
3546,15
3547,15
3548,14
3549,15
3550,2
3551,2
3552,15
3553,15
3554,15
3555,15
3556,15
3557,15
3558,15
3559,15
3560,15
3561,15
3562,22
3563,22
3564,22
3565,22
3566,22
3567,22
3568,22
3569,22
3570,22
3571,22
3572,18
3573,22
3574,22
3575,22
3576,22
3577,22
3578,22
3579,22
3580,22
3581,22
3582,22
3583,22
3584,22
3585,14
3586,14
3587,15
3588,15
3589,15
3590,15
3591,15
3592,15
3593,15
3594,15
3595,14
3596,15
3597,15
3598,15
3599,15
3600,15
3601,15
3602,15
3603,15
3604,15
3605,15
3606,15
3607,22
3608,22
3609,22
3610,22
3611,22
3612,22
3613,22
3614,22
3615,22
3616,22
3617,14
3618,22
3619,22
3620,22
3621,22
3622,22
3623,22
3624,22
3625,22
3626,22
3627,22
3628,22
3629,22
3630,22
3631,14
3632,14
3633,14
3634,15
3635,15
3636,15
3637,14
3638,NA
3639,15
3640,15
3641,15
3642,15
3643,15
3644,15
3645,14
3646,15
3647,NA
3648,NA
3649,15
3650,15
3651,15
3652,15
3653,15
3654,15
3655,15
3656,15
3657,15
3658,15
3659,22
3660,22
3661,22
3662,22
3663,22
3664,22
3665,22
3666,NA
3667,22
3668,22
3669,22
3670,22
3671,22
3672,19
3673,22
3674,22
3675,NA
3676,NA
3677,22
3678,22
3679,22
3680,22
3681,22
3682,22
3683,22
3684,22
3685,22
3686,22
3687,22
3688,22
3689,22
3690,22
3691,22
3692,22
3693,5
3694,22
3695,22
3696,22
3697,22
3698,22
3699,17
3700,22
3701,22
3702,5
3703,5
3704,22
3705,22
3706,22
3707,22
3708,22
3709,22
3710,22
3711,22
3712,22
3713,22
3714,22
3715,22
3716,22
3717,22
3718,22
3719,22
3720,22
3721,22
3722,22
3723,18
3724,22
3725,22
3726,22
3727,22
3728,22
3729,22
3730,22
3731,22
3732,22
3733,22
3734,22
3735,22
3736,14
3737,14
3738,14
3739,15
3740,15
3741,2
3742,15
3743,15
3744,15
3745,15
3746,15
3747,15
3748,14
3749,15
3750,2
3751,2
3752,15
3753,15
3754,15
3755,15
3756,15
3757,15
3758,15
3759,15
3760,15
3761,15
3762,14
3763,14
3764,14
3765,15
3766,15
3767,15
3768,15
3769,15
3770,15
3771,15
3772,15
3773,14
3774,15
3775,14
3776,15
3777,15
3778,15
3779,15
3780,15
3781,15
3782,15
3783,15
3784,15
3785,22
3786,22
3787,22
3788,22
3789,22
3790,22
3791,22
3792,22
3793,22
3794,22
3795,22
3796,22
3797,22
3798,22
3799,22
3800,22
3801,22
3802,22
3803,22
3804,22
3805,22
3806,22
3807,22
3808,14
3809,14
3810,14
3811,15
3812,15
3813,15
3814,14
3815,2
3816,15
3817,15
3818,15
3819,15
3820,15
3821,15
3822,14
3823,15
3824,2
3825,2
3826,15
3827,15
3828,15
3829,15
3830,15
3831,15
3832,15
3833,15
3834,15
3835,15
3836,22
3837,22
3838,22
3839,22
3840,22
3841,22
3842,22
3843,22
3844,22
3845,22
3846,22
3847,22
3848,22
3849,22
3850,22
3851,22
3852,22
3853,22
3854,22
3855,22
3856,22
3857,22
3858,22
3859,22
3860,22
3861,NA
3862,812
3863,812
3864,698
3865,96
3866,96
3867,95
3868,NA
3869,111
3870,110
3871,87
3872,81
3873,1649
3874,29
3875,7
3876,45
3877,45
3878,44
3879,45
3880,39
3881,44
3882,4049
3883,267
3884,4090
3885,2411
3886,536
3887,536
3888,535
3889,536
3890,520
3891,220
3892,536
3893,4086
3894,536
3895,4049
3896,1660
3897,536
3898,536
3899,536
3900,534
3901,536
3902,524
3903,532
3904,NA
3905,4035
3906,4175
3907,1759
3908,482
3909,482
3910,482
3911,482
3912,476
3913,482
3914,4204
3915,482
3916,4035
3917,14
3918,482
3919,482
3920,482
3921,482
3922,482
3923,482
3924,482
3925,26
3926,26
3927,862
3928,862
3929,120
3930,120
3931,859
3932,119
3933,859
3934,120
3935,120
3936,859
3937,858
3938,858
3939,859
3940,859
3941,857
3942,859
3943,120
3944,859
3945,859
3946,859
3947,839
3948,859
3949,859
3950,2697
3951,2697
3952,157
3953,157
3954,2691
3955,2692
3956,2685
3957,1666
3958,2685
3959,468
3960,157
3961,2685
3962,2679
3963,2684
3964,2685
3965,2685
3966,2692
3967,2667
3968,2337
3969,157
3970,2685
3971,2337
3972,2337
3973,2332
3974,2337
3975,2337
3976,754
3977,720
3978,119
3979,118
3980,753
3981,728
3982,753
3983,119
3984,119
3985,753
3986,753
3987,753
3988,753
3989,753
3990,744
3991,753
3992,119
3993,753
3994,753
3995,753
3996,730
3997,753
3998,753
3999,26
4000,26
4001,26
4002,26
4003,38
4004,38
4005,45
4006,38
4007,45
4008,2668
4009,2668
4010,2679
4011,448
4012,448
4013,2679
4014,2679
4015,2671
4016,1122
4017,2671
4018,742
4019,448
4020,2671
4021,2623
4022,2664
4023,2671
4024,2671
4025,2679
4026,2679
4027,2670
4028,2671
4029,448
4030,2671
4031,2671
4032,2671
4033,2652
4034,2343
4035,2671
4036,2849
4037,2849
4038,2847
4039,120
4040,117
4041,2841
4042,2841
4043,2843
4044,1722
4045,2843
4046,120
4047,120
4048,2843
4049,2838
4050,2839
4051,2843
4052,2843
4053,2847
4054,2841
4055,2730
4056,2843
4057,120
4058,2843
4059,2843
4060,2843
4061,2819
4062,2843
4063,2843
4064,85
4065,85
4066,85
4067,85
4068,85
4069,85
4070,85
4071,85
4072,85
4073,85
4074,85
4075,85
4076,85
4077,85
4078,85
4079,85
4080,85
4081,85
4082,85
4083,85
4084,85
4085,85
4086,85
4087,85
4088,85
4089,86
4090,86
4091,85
4092,86
4093,86
4094,86
4095,86
4096,85
4097,86
4098,86
4099,86
4100,86
4101,86
4102,86
4103,86
4104,86
4105,86
4106,85
4107,85
4108,86
4109,86
4110,86
4111,86
4112,86
4113,86
4114,86
4115,86
4116,86
4117,NA
4118,NA
4119,NA
4120,NA
4121,NA
4122,NA
4123,NA
4124,NA
4125,NA
4126,NA
4127,NA
4128,NA
4129,NA
4130,NA
4131,NA
4132,NA
4133,NA
4134,NA
4135,NA
4136,NA
4137,NA
4138,255
4139,255
4140,255
4141,255
4142,255
4143,256
4144,256
4145,255
4146,255
4147,255
4148,255
4149,255
4150,13
4151,13
4152,13
4153,13
4154,13
4155,13
4156,13
4157,13
4158,13
4159,13
4160,13
4161,13
4162,13
4163,13
4164,13
4165,13
4166,NA
4167,13
4168,13
4169,13
4170,13
4171,13
4172,13
4173,13
4174,13
4175,13
4176,NA
4177,13
4178,13
4179,13
4180,13
4181,13
4182,13
4183,13
4184,13
4185,13
4186,NA
4187,NA
4188,NA
4189,13
4190,13
4191,13
4192,13
4193,13
4194,13
4195,13
4196,13
4197,13
4198,NA
4199,NA
4200,13
4201,13
4202,13
4203,13
4204,13
4205,NA
4206,NA
4207,NA
4208,NA
4209,NA
4210,NA
4211,NA
4212,NA
4213,NA
4214,NA
4215,NA
4216,NA
4217,NA
4218,NA
4219,NA
4220,NA
4221,NA
4222,NA
4223,NA
4224,NA
4225,NA
4226,NA
4227,NA
4228,NA
4229,NA
4230,NA
4231,263
4232,263
4233,1073
4234,262
4235,259
4236,262
4237,262
4238,262
4239,262
4240,263
4241,262
4242,261
4243,263
4244,262
4245,262
4246,261
4247,262
4248,261
4249,262
4250,261
4251,261
4252,NA
4253,NA
4254,NA
4255,NA
4256,NA
4257,NA
4258,NA
4259,NA
4260,NA
4261,NA
4262,NA
4263,NA
4264,NA
4265,NA
4266,NA
4267,NA
4268,NA
4269,NA
4270,NA
4271,NA
4272,NA
4273,NA
4274,NA
4275,NA
4276,NA
4277,NA
4278,NA
4279,NA
4280,NA
4281,NA
4282,NA
4283,NA
4284,NA
4285,NA
4286,NA
4287,NA
4288,NA
4289,NA
4290,NA
4291,NA
4292,NA
4293,NA
4294,NA
4295,NA
4296,143
4297,143
4298,117
4299,NA
4300,NA
4301,NA
4302,44
4303,44
4304,44
4305,44
4306,NA
4307,NA
4308,NA
4309,NA
4310,NA
4311,NA
4312,1787
4313,1787
4314,1837
4315,126
4316,126
4317,1736
4318,1837
4319,1778
4320,NA
4321,1778
4322,126
4323,126
4324,1778
4325,1748
4326,1760
4327,1778
4328,1778
4329,1837
4330,1347
4331,1778
4332,126
4333,1778
4334,1778
4335,1778
4336,1758
4337,1778
4338,1778
4339,NA
4340,137
4341,137
4342,136
4343,136
4344,136
4345,137
4346,137
4347,137
4348,136
4349,137
4350,127
4351,136
4352,137
4353,137
4354,137
4355,136
4356,137
4357,137
4358,137
4359,134
4360,137
4361,137
4362,84
4363,84
4364,84
4365,84
4366,85
4367,85
4368,84
4369,84
4370,85
4371,85
4372,85
4373,85
4374,85
4375,85
4376,84
4377,85
4378,85
4379,84
4380,84
4381,83
4382,85
4383,85
4384,85
4385,85
4386,85
4387,85
4388,85
4389,85
4390,1416
4391,1416
4392,1348
4393,661
4394,138
4395,138
4396,1349
4397,1347
4398,698
4399,1347
4400,138
4401,138
4402,1347
4403,1050
4404,1347
4405,1347
4406,1347
4407,661
4408,811
4409,1347
4410,138
4411,1347
4412,1347
4413,1347
4414,1323
4415,1347
4416,1347
4417,NA
4418,25
4419,25
4420,26
4421,330
4422,328
4423,1049
4424,110
4425,110
4426,623
4427,1025
4428,326
4429,127
4430,326
4431,110
4432,110
4433,326
4434,228
4435,326
4436,326
4437,326
4438,1049
4439,NA
4440,326
4441,110
4442,326
4443,326
4444,326
4445,305
4446,326
4447,326
4448,NA
4449,NA
4450,NA
4451,NA
4452,1361
4453,147
4454,261
4455,NA
4456,NA
4457,NA
4458,NA
4459,247
4460,NA
4461,1582
4462,NA
4463,1361
4464,197
4465,NA
4466,NA
4467,NA
4468,NA
4469,NA
4470,NA
4471,NA
4472,NA
4473,1392
4474,1318
4475,1318
4476,1330
4477,1329
4478,1329
4479,1330
4480,NA
4481,NA
4482,NA
4483,NA
4484,NA
4485,1330
4486,NA
4487,1334
4488,1334
4489,1346
4490,1346
4491,1334
4492,1334
4493,1333
4494,1346
4495,1334
4496,712
4497,NA
4498,1369
4499,1346
4500,2336
4501,2336
4502,2340
4503,2341
4504,596
4505,2340
4506,2070
4507,2070
4508,2070
4509,2058
4510,1985
4511,2070
4512,2070
4513,2340
4514,2341
4515,940
4516,2070
4517,2070
4518,2070
4519,2070
4520,2070
4521,2070
4522,2070
4523,1861
4524,1823
4525,1868
4526,1869
4527,180
4528,697
4529,1868
4530,1849
4531,1849
4532,1849
4533,1841
4534,1844
4535,1849
4536,1849
4537,1868
4538,1868
4539,1789
4540,1849
4541,1849
4542,1849
4543,1849
4544,1849
4545,1849
4546,1849
4547,2143
4548,2143
4549,2071
4550,2147
4551,2126
4552,2096
4553,2127
4554,2127
4555,351
4556,2127
4557,2056
4558,2126
4559,2127
4560,2127
4561,2147
4562,2096
4563,1800
4564,2127
4565,1800
4566,1800
4567,1800
4568,1800
4569,1800
4570,364
4571,33
4572,361
4573,363
4574,NA
4575,NA
4576,NA
4577,NA
4578,266
4579,267
4580,267
4581,266
4582,266
4583,267
4584,267
4585,267
4586,267
4587,267
4588,260
4589,266
4590,267
4591,267
4592,266
4593,266
4594,267
4595,267
4596,267
4597,267
4598,266
4599,267
4600,267
4601,267
4602,31
4603,29
4604,NA
4605,31
4606,31
4607,31
4608,31
4609,30
4610,30
4611,30
4612,30
4613,30
4614,31
4615,30
4616,31
4617,31
4618,31
4619,31
4620,31
4621,30
4622,30
4623,30
4624,30
4625,30
4626,31
4627,30
4628,31
4629,31
4630,31
4631,31
4632,31
4633,30
4634,30
4635,30
4636,30
4637,30
4638,31
4639,30
4640,31
4641,31
4642,31
4643,31
4644,NA
4645,31
4646,30
4647,30
4648,30
4649,30
4650,30
4651,31
4652,30
4653,31
4654,31
4655,31
4656,NA
4657,NA
4658,30
4659,30
4660,30
4661,30
4662,30
4663,30
4664,15
4665,14
4666,12
4667,12
4668,12
4669,10
4670,12
4671,30
4672,29
4673,31
4674,31
4675,NA
4676,31
4677,31
4678,31
4679,31
4680,31
4681,30
4682,30
4683,30
4684,30
4685,30
4686,31
4687,30
4688,32
4689,32
4690,32
4691,32
4692,32
4693,32
4694,31
4695,31
4696,31
4697,31
4698,31
4699,31
4700,31
4701,31
4702,30
4703,31
4704,31
4705,31
4706,31
4707,31
4708,31
4709,31
4710,31
4711,30
4712,31
4713,31
4714,31
4715,31
4716,15
4717,15
4718,15
4719,15
4720,15
4721,15
4722,15
4723,31
4724,31
4725,31
4726,30
4727,30
4728,30
4729,30
4730,30
4731,30
4732,29
4733,31
4734,31
4735,31
4736,32
4737,32
4738,32
4739,31
4740,31
4741,31
4742,31
4743,31
4744,31
4745,513
4746,513
4747,103
4748,103
4749,532
4750,532
4751,67
4752,532
4753,532
4754,532
4755,525
4756,91
4757,525
4758,525
4759,506
4760,532
4761,525
4762,526
4763,190
4764,126
4765,188
4766,190
4767,77
4768,77
4769,190
4770,190
4771,187
4772,77
4773,187
4774,187
4775,187
4776,187
4777,481
4778,481
4779,482
4780,507
4781,506
4782,30
4783,30
4784,30
4785,30
4786,506
4787,30
4788,495
4789,113
4790,529
4791,529
4792,106
4793,106
4794,520
4795,45
4796,520
4797,520
4798,486
4799,529
4800,55
4801,520
4802,45
4803,55
4804,398
4805,376
4806,420
4807,419
4808,419
4809,419
4810,420
4811,344
4812,408
4813,408
4814,408
4815,385
4816,523
4817,408
4818,415
4819,NA
4820,414
4821,110
4822,110
4823,115
4824,115
4825,115
4826,115
4827,115
4828,110
4829,115
4830,506
4831,506
4832,506
4833,506
4834,506
4835,506
4836,504
4837,506
4838,400
4839,360
4840,525
4841,525
4842,421
4843,421
4844,404
4845,404
4846,404
4847,404
4848,386
4849,525
4850,404
4851,521
4852,504
4853,108
4854,108
4855,524
4856,108
4857,520
4858,396
4859,520
4860,520
4861,519
4862,520
4863,385
4864,415
4865,335
4866,NA
4867,335
4868,335
4869,341
4870,335
4871,188
4872,164
4873,188
4874,3047
4875,3047
4876,2374
4877,2736
4878,2736
4879,2726
4880,95
4881,95
4882,71
4883,95
4884,95
4885,95
4886,NA
4887,102
4888,NA
4889,NA
4890,3689
4891,87
4892,87
4893,87
4894,87
4895,87
4896,87
4897,87
4898,87
4899,87
4900,87
4901,87
4902,87
4903,87
4904,38
4905,33
4906,38
4907,38
4908,3804
4909,1887
4910,3800
4911,3800
4912,3800
4913,3800
4914,4147
4915,4147
4916,4152
4917,NA
4918,NA
4919,NA
4920,NA
4921,NA
4922,NA
4923,NA
4924,NA
4925,NA
4926,NA
4927,NA
4928,NA
4929,NA
4930,NA
4931,NA
4932,NA
4933,NA
4934,NA
4935,NA
4936,NA
4937,NA
4938,NA
4939,NA
4940,NA
4941,NA
4942,NA
4943,NA
4944,NA
4945,NA
4946,NA
4947,NA
4948,NA
4949,NA
4950,NA
4951,NA
4952,NA
4953,NA
4954,NA
4955,NA
4956,NA
4957,NA
4958,NA
4959,80
4960,80
4961,80
4962,80
4963,80
4964,80
4965,55
4966,80
4967,80
4968,80
4969,80
4970,80
4971,79
4972,80
4973,80
4974,80
4975,80
4976,80
4977,80
4978,80
4979,80
4980,80
4981,80
4982,80
4983,80
4984,80
4985,80
4986,80
4987,80
4988,80
4989,NA
4990,80
4991,80
4992,80
4993,80
4994,80
4995,80
4996,80
4997,80
4998,80
4999,80
5000,80
5001,79
5002,79
5003,79
5004,NA
5005,177
5006,177
5007,48
5008,2009
5009,2009
5010,715
5011,262
5012,127
5013,109
5014,263
5015,NA
5016,NA
5017,NA
5018,NA
5019,NA
5020,NA
5021,NA
5022,NA
5023,NA
5024,NA
5025,NA
5026,NA
5027,NA
5028,18
5029,18
5030,NA
5031,102
5032,38
5033,102
5034,102
5035,99
5036,NA
5037,NA
5038,NA
5039,NA
5040,NA
5041,18
5042,18
5043,18
5044,18
5045,18
5046,18
5047,18
5048,36
5049,32
5050,36
5051,NA
5052,NA
5053,NA
5054,NA
5055,NA
5056,NA
5057,NA
5058,18
5059,18
5060,18
5061,18
5062,18
5063,18
5064,18
5065,NA
5066,NA
5067,NA
5068,NA
5069,NA
5070,NA
5071,NA
5072,NA
5073,NA
5074,NA
5075,NA
5076,587
5077,587
5078,586
5079,586
5080,606
5081,523
5082,606
5083,605
5084,NA
5085,605
5086,586
5087,586
5088,586
5089,606
5090,586
5091,586
5092,31
5093,31
5094,31
5095,31
5096,31
5097,30
5098,30
5099,30
5100,30
5101,30
5102,1284
5103,1284
5104,1282
5105,205
5106,205
5107,205
5108,203
5109,205
5110,205
5111,205
5112,205
5113,205
5114,205
5115,205
5116,205
5117,205
5118,NA
5119,14
5120,14
5121,14
5122,14
5123,8
5124,6
5125,NA
5126,NA
5127,NA
5128,NA
5129,NA
5130,852
5131,852
5132,872
5133,783
5134,890
5135,NA
5136,NA
5137,NA
5138,NA
5139,NA
5140,NA
5141,NA
5142,26
5143,26
5144,26
5145,26
5146,26
5147,26
5148,26
5149,26
5150,26
5151,25
5152,26
5153,26
5154,26
5155,26
5156,26
5157,26
5158,26
5159,26
5160,26
5161,26
5162,26
5163,26
5164,26
5165,26
5166,26
5167,26
5168,26
5169,26
5170,26
5171,26
5172,26
5173,26
5174,26
5175,26
5176,26
5177,26
5178,26
5179,26
5180,26
5181,26
5182,26
5183,26
5184,26
5185,26
5186,26
5187,26
5188,26
5189,26
5190,26
5191,26
5192,26
5193,26
5194,26
5195,26
5196,26
5197,26
5198,26
5199,26
5200,26
5201,26
5202,26
5203,26
5204,26
5205,NA
5206,26
5207,26
5208,26
5209,26
5210,26
5211,26
5212,26
5213,26
5214,26
5215,26
5216,25
5217,26
5218,26
5219,26
5220,26
5221,26
5222,26
5223,26
5224,26
5225,26
5226,26
5227,26
5228,26
5229,26
5230,26
5231,26
5232,26
5233,26
5234,26
5235,26
5236,26
5237,26
5238,26
5239,26
5240,26
5241,26
5242,26
5243,26
5244,26
5245,26
5246,26
5247,26
5248,26
5249,26
5250,26
5251,26
5252,26
5253,26
5254,26
5255,26
5256,26
5257,26
5258,26
5259,26
5260,26
5261,26
5262,26
5263,26
5264,26
5265,26
5266,26
5267,26
5268,26
5269,26
5270,26
5271,26
5272,26
5273,26
5274,26
5275,26
5276,26
5277,26
5278,26
5279,26
5280,26
5281,26
5282,26
5283,26
5284,26
5285,26
5286,26
5287,26
5288,26
5289,26
5290,26
5291,NA
5292,NA
5293,NA
5294,NA
5295,NA
5296,NA
5297,NA
5298,NA
5299,NA
5300,NA
5301,NA
5302,NA
5303,NA
5304,NA
5305,NA
5306,NA
5307,NA
5308,NA
5309,NA
5310,NA
5311,NA
5312,NA
5313,NA
5314,NA
5315,NA
5316,NA
5317,NA
5318,NA
5319,NA
5320,NA
5321,NA
5322,NA
5323,NA
5324,NA
5325,NA
5326,NA
5327,NA
5328,NA
5329,NA
5330,NA
5331,NA
5332,NA
5333,NA
5334,NA
5335,NA
5336,NA
5337,NA
5338,NA
5339,NA
5340,NA
5341,NA
5342,NA
5343,NA
5344,NA
5345,NA
5346,NA
5347,NA
5348,NA
5349,NA
5350,NA
5351,NA
5352,NA
5353,NA
5354,NA
5355,NA
5356,NA
5357,NA
5358,NA
5359,NA
5360,NA
5361,NA
5362,NA
5363,NA
5364,NA
5365,NA
5366,NA
5367,NA
5368,NA
5369,NA
5370,NA
5371,NA
5372,NA
5373,NA
5374,NA
5375,NA
5376,NA
5377,NA
5378,NA
5379,NA
5380,NA
5381,NA
5382,NA
5383,NA
5384,NA
5385,NA
5386,NA
5387,NA
5388,NA
5389,NA
5390,NA
5391,NA
5392,NA
5393,NA
5394,NA
5395,NA
5396,NA
5397,NA
5398,NA
5399,NA
5400,NA
5401,NA
5402,NA
5403,NA
5404,NA
5405,NA
5406,NA
5407,NA
5408,NA
5409,NA
5410,NA
5411,NA
5412,NA
5413,NA
5414,NA
5415,NA
5416,NA
5417,NA
5418,NA
5419,NA
5420,NA
5421,NA
5422,NA
5423,NA
5424,NA
5425,NA
5426,NA
5427,NA
5428,NA
5429,NA
5430,NA
5431,NA
5432,NA
5433,NA
5434,NA
5435,NA
5436,NA
5437,NA
5438,NA
5439,NA
5440,NA
5441,NA
5442,NA
5443,NA
5444,NA
5445,NA
5446,NA
5447,NA
5448,NA
5449,NA
5450,NA
5451,NA
5452,NA
5453,NA
5454,NA
5455,NA
5456,NA
5457,NA
5458,NA
5459,NA
5460,NA
5461,NA
5462,NA
5463,NA
5464,NA
5465,NA
5466,NA
5467,NA
5468,NA
5469,NA
5470,NA
5471,NA
5472,NA
5473,NA
5474,NA
5475,NA
5476,NA
5477,NA
5478,NA
5479,NA
5480,NA
5481,NA
5482,NA
5483,NA
5484,NA
5485,NA
5486,NA
